sample	name	taxonomy_id	taxonomy_lvl	new_est_reads	fraction_total_reads	taxonomy_chain
P6	Mycobacterium malmoense	1780	S	1701	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium malmoense
P6	Mycobacterium canettii	78331	S	2689	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium canetti
P6	Mycobacterium ostraviense	2738409	S	681	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ostraviense
P6	Mycobacterium paraseoulense	590652	S	1202	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium paraseoulense
P6	Mycobacterium heckeshornense	110505	S	404	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium heckeshornense
P6	Mycobacterium cookii	1775	S	404	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium cookii
P6	Mycobacterium seoulense	386911	S	935	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium seoulense
P6	Mycobacterium shinjukuense	398694	S	290	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium shinjukuense
P6	Mycobacterium paragordonae	1389713	S	528	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium paragordonae
P6	Mycobacterium haemophilum	29311	S	137	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium haemophilum
P6	Mycobacterium kansasii	1768	S	307	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium kansasii
P6	Mycobacterium branderi	43348	S	225	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium branderi
P6	Mycobacterium xenopi	1789	S	247	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium xenopi
P6	Mycobacterium noviomagense	459858	S	94	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium noviomagense
P6	Candidatus Mycobacterium wuenschmannii	3027808	S	139	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Candidatus Mycobacterium wuenschmannii
P6	Mycolicibacterium mucogenicum	56689	S	2175	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium mucogenicum
P6	Mycolicibacterium phocaicum	319706	S	3722	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium phocaicum
P6	Mycolicibacterium septicum	98668	S	1677	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium septicum
P6	Mycolicibacterium sp. TUM20985	3023370	S	96	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;unclassified Mycolicibacterium;Mycolicibacterium sp. TUM20985
P6	Mycolicibacterium sp. YH-1	2908837	S	81	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;unclassified Mycolicibacterium;Mycolicibacterium sp. YH-1
P6	Mycolicibacterium doricum	126673	S	660	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium doricum
P6	Mycolicibacterium nivoides	2487344	S	645	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium nivoides
P6	Mycolicibacterium boenickei	146017	S	543	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium boenickei
P6	Mycolicibacterium mageritense	53462	S	371	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium mageritense
P6	Mycolicibacterium sarraceniae	1534348	S	183	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium sarraceniae
P6	Mycolicibacterium celeriflavum	1249101	S	334	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium celeriflavum
P6	Mycolicibacterium arabiense	1286181	S	155	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium arabiense
P6	Mycolicibacterium chubuense	1800	S	1043	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium chubuense
P6	Mycolicibacterium holsaticum	152142	S	156	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium holsaticum
P6	Mycolicibacterium phlei	1771	S	321	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium phlei
P6	Mycolicibacterium aichiense	1799	S	419	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium aichiense
P6	Mycolicibacterium confluentis	28047	S	118	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium confluentis
P6	Mycolicibacterium vanbaalenii	110539	S	2385	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium vanbaalenii
P6	Mycolicibacterium fluoranthenivorans	258505	S	89	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium fluoranthenivorans
P6	Mycolicibacterium pallens	370524	S	275	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium pallens
P6	Mycolicibacterium monacense	85693	S	209	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium monacense
P6	Mycolicibacterium rhodesiae	36814	S	222	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium rhodesiae
P6	Mycobacteroides chelonae	1774	S	191	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacteroides;Mycobacteroides chelonae
P6	Nocardia tengchongensis	2055889	S	9453	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia tengchongensis
P6	Nocardia seriolae	37332	S	8003	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia seriolae
P6	Nocardia yunnanensis	2382165	S	3208	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia yunnanensis
P6	Nocardia nova	37330	S	1775	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia nova
P6	Nocardia yamanashiensis	209247	S	571	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia yamanashiensis
P6	Nocardia terpenica	455432	S	501	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia terpenica
P6	Nocardia asteroides	1824	S	632	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia asteroides
P6	Nocardia huaxiensis	2755382	S	344	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia huaxiensis
P6	Nocardia wallacei	480035	S	405	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia wallacei
P6	Nocardia farcinica	37329	S	890	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia farcinica
P6	Nocardia sp. PE-7	3058426	S	257	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;unclassified Nocardia;Nocardia sp. PE-7
P6	Nocardia sputorum	2984338	S	258	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia sputorum
P6	Nocardia otitidiscaviarum	1823	S	193	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia otitidiscaviarum
P6	Nocardia arthritidis	228602	S	127	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia arthritidis
P6	Nocardia brasiliensis	37326	S	204	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia brasiliensis
P6	Nocardia mangyaensis	2213200	S	203	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia mangyaensis
P6	Nocardia cyriacigeorgica	135487	S	183	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia cyriacigeorgica
P6	Rhodococcus sp. W8901	2742603	S	2702	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;unclassified Rhodococcus (in: high G+C Gram-positive bacteria);Rhodococcus sp. W8901
P6	Rhodococcus sp. SGAir0479	2567884	S	1223	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;unclassified Rhodococcus (in: high G+C Gram-positive bacteria);Rhodococcus sp. SGAir0479
P6	Rhodococcus sp. MTM3W5.2	1805827	S	457	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;unclassified Rhodococcus (in: high G+C Gram-positive bacteria);Rhodococcus sp. MTM3W5.2
P6	Rhodococcus sp. ABRD24	2507582	S	203	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;unclassified Rhodococcus (in: high G+C Gram-positive bacteria);Rhodococcus sp. ABRD24
P6	Rhodococcus sp. B7740	1564114	S	101	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;unclassified Rhodococcus (in: high G+C Gram-positive bacteria);Rhodococcus sp. B7740
P6	Rhodococcus opacus	37919	S	1418	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus opacus
P6	Rhodococcus antarcticus	2987751	S	321	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus antarcticus
P6	Prescottella equi	43767	S	3881	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Prescottella;Prescottella equi
P6	Prescottella sp. R16	3064529	S	668	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Prescottella;unclassified Prescottella;Prescottella sp. R16
P6	Tsukamurella tyrosinosolvens	57704	S	1009	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Tsukamurellaceae;Tsukamurella;Tsukamurella tyrosinosolvens
P6	Tsukamurella paurometabola	2061	S	343	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Tsukamurellaceae;Tsukamurella;Tsukamurella paurometabola
P6	Corynebacterium sphenisci	191493	S	258	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium sphenisci
P6	Micromonospora sp. NBRC 110009	3061627	S	4920	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;unclassified Micromonospora;Micromonospora sp. NBRC 110009
P6	Micromonospora sp. WMMD812	3015152	S	649	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;unclassified Micromonospora;Micromonospora sp. WMMD812
P6	Micromonospora sp. WMMC415	2675222	S	475	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;unclassified Micromonospora;Micromonospora sp. WMMC415
P6	Micromonospora sp. HUAS 3	3028804	S	223	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora cathayae
P6	Verrucosispora sp. WMMC514	3015156	S	309	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;unclassified Micromonospora;Verrucosispora sp. WMMC514
P6	Micromonospora narathiwatensis	299146	S	3168	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora narathiwatensis
P6	Micromonospora viridifaciens	1881	S	2649	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora viridifaciens
P6	Micromonospora inositola	47865	S	2418	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora inositola
P6	Micromonospora halotolerans	709879	S	1289	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora halotolerans
P6	Micromonospora echinofusca	47858	S	762	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinofusca
P6	Micromonospora echinaurantiaca	47857	S	741	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinaurantiaca
P6	Micromonospora sagamiensis	47875	S	550	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sagamiensis
P6	Micromonospora terminaliae	1914461	S	674	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora terminaliae
P6	Micromonospora purpureochromogenes	47872	S	509	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora purpureochromogenes
P6	Micromonospora siamensis	299152	S	461	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora siamensis
P6	Micromonospora auratinigra	261654	S	489	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora auratinigra
P6	Micromonospora craniellae	2294034	S	290	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora craniellae
P6	Micromonospora coriariae	285665	S	292	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora coriariae
P6	Micromonospora endophytica	515350	S	228	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora endophytica
P6	Micromonospora coxensis	356852	S	447	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora coxensis
P6	Micromonospora echinospora	1877	S	233	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora echinospora
P6	Dactylosporangium fulvum	53359	S	3992	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium fulvum
P6	Dactylosporangium aurantiacum	35754	S	1468	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium aurantiacum
P6	Dactylosporangium roseum	47989	S	938	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium roseum
P6	Dactylosporangium vinaceum	53362	S	455	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium vinaceum
P6	Dactylosporangium matsuzakiense	53360	S	253	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium matsuzakiense
P6	Actinoplanes sp. L3-i22	2836373	S	497	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. L3-i22
P6	Actinoplanes sp. N902-109	649831	S	541	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. N902-109
P6	Actinoplanes sp. OR16	946334	S	473	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. OR16
P6	Actinoplanes sp. NRRL 3884	3040509	S	321	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes oblitus
P6	Actinoplanes ianthinogenes	122358	S	861	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes ianthinogenes
P6	Actinoplanes missouriensis	1866	S	444	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes missouriensis
P6	Actinoplanes teichomyceticus	1867	S	238	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes teichomyceticus
P6	Actinoplanes friuliensis	196914	S	115	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes friuliensis
P6	Phytohabitans flavus	1076124	S	987	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans flavus
P6	Phytohabitans suffuscus	624315	S	1251	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans suffuscus
P6	Catellatospora sp. IY07-71	2728827	S	3082	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Catellatospora;unclassified Catellatospora;Catellatospora sp. IY07-71
P6	Plantactinospora sp. KBS50	2024580	S	355	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Plantactinospora;unclassified Plantactinospora;Plantactinospora sp. KBS50
P6	Plantactinospora sp. BC1	2108470	S	451	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Plantactinospora;unclassified Plantactinospora;Plantactinospora sp. BC1
P6	Polymorphospora rubra	338584	S	1171	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Polymorphospora;Polymorphospora rubra
P6	Actinocatenispora thailandica	227318	S	140	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora thailandica
P6	Natronosporangium hydrolyticum	2811111	S	101	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Natronosporangium;Natronosporangium hydrolyticum
P6	Amycolatopsis sp. 4-36	715475	S	2311	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis mongoliensis
P6	Amycolatopsis sp. HUAS 11-8	2995223	S	802	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis cynarae
P6	Amycolatopsis sp. FBCC-B4732	3079339	S	727	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. FBCC-B4732
P6	Amycolatopsis sp. 2-2	715472	S	889	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis nalaikhensis
P6	Amycolatopsis sp. DSM 110486	2865832	S	546	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. DSM 110486
P6	Amycolatopsis sp. FDAARGOS 1241	2778070	S	471	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. FDAARGOS 1241
P6	Amycolatopsis sp. WQ 127309	2932773	S	450	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. WQ 127309
P6	Amycolatopsis sp. FU40	2914159	S	318	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. FU40
P6	Amycolatopsis sp. 2-15	715471	S	348	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis carbonis
P6	Amycolatopsis sp. YIM 10	2653857	S	280	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. YIM 10
P6	Amycolatopsis sp. Hca4	2742131	S	344	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. Hca4
P6	Amycolatopsis sp. CA-230715	2745196	S	166	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. CA-230715
P6	Amycolatopsis sp. DG1A-15b	3052846	S	320	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. DG1A-15b
P6	Amycolatopsis sp. TNS106	2861750	S	232	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. TNS106
P6	Amycolatopsis acidiphila	715473	S	547	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis acidiphila
P6	Amycolatopsis thermalba	944492	S	619	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis thermalba
P6	Amycolatopsis methanolica	1814	S	432	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis methanolica group;Amycolatopsis methanolica
P6	Amycolatopsis aidingensis	2842453	S	123	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis aidingensis
